swift_code,id,bank,city,branch
BBDIDOSD,85,BANCO BDI, S.A.,SANTO DOMINGO,None
CAHCDOS1,86,BANCO CAPITAL DE AHORRO Y CREDITO, S.A,SANTO DOMINGO,None
BCRDDOSX,87,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,SANTO DOMINGO,None
BCRDDOSXOMA,88,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,SANTO DOMINGO,None
BCRDDOSXSBC,89,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,SANTO DOMINGO,None
BODSDOS1,90,BANCO CONTINENTAL DE DESARROLLO,S.A,SANTO DOMINGO,None
AHCDDOS1,91,BANCO DE AHORRO Y CREDITO ADOPEM, S.A.,SANTO DOMINGO,None
ACAUDOS1,92,BANCO DE AHORRO Y CREDITO ALTAS CUMBRES, S.A.,SANTO DOMINGO,None
AHCADOS1,93,BANCO DE AHORRO Y CREDITO ATLAS, S.A.,SANTO DOMINGO,None
AHCCDOS1,94,BANCO DE AHORRO Y CREDITO COFACI, S.A.,SANTO DOMINGO,None
AHCODOS1,95,BANCO DE AHORRO Y CREDITO CONFISA, S.A.,SANTO DOMINGO,None
AHRCDOS1,96,BANCO DE AHORRO Y CREDITO DEL CARIBE,SANTO DOMINGO,None
AHREDOS1,97,BANCO DE AHORRO Y CREDITO EMPIRE,SANTO DOMINGO,None
AHRFDOS1,98,BANCO DE AHORRO Y CREDITO FDG S.A.,PUNTA CANA,None
AHCEDOS1,99,BANCO DE AHORRO Y CREDITO FEDERAL, S.A.,SANTO DOMINGO,None
AHCGDOS1,100,BANCO DE AHORRO Y CREDITO FIHOGAR,SANTO DOMINGO,None
ACFEDOS1,101,BANCO DE AHORRO Y CREDITO FONDESA, S.A. (BANFONDESA),SANTIAGO DE LOS CABALLEROS,None
BACGDOS1,102,BANCO DE AHORRO Y CREDITO GRUFICORP S.A.,SANTO DOMINGO,None
GBHDDOS1,103,BANCO DE AHORRO Y CREDITO IDECOSA, S.A.,SANTO DOMINGO,None
ACIIDOSD,104,BANCO DE AHORRO Y CREDITO INMOBILIARIO, S. A. (BANACI),SANTO DOMINGO,None
AHRMDOS1,105,BANCO DE AHORRO Y CREDITO MICRO, S.A.,SANTO DOMINGO,None
AHCHDOS1,106,BANCO DE AHORRO Y CREDITO OCHOA, S.A,SANTO DOMINGO,None
AHCPDOS1,107,BANCO DE AHORRO Y CREDITO PROVIDENCIAL, S.A.,SANTO DOMINGO,None
BPYMDOS1,108,BANCO DE AHORRO Y CREDITO PYME, BHD, S. A.,SANTO DOMINGO,None
AHRIDOS1,109,BANCO DE AHORRO Y CREDITO RIO, S. A,SANTO DOMINGO,None
UNONDOSD,110,BANCO DE AHORRO Y CREDITO UNION S.A.,SANTO DOMINGO,None
DEARDOS1,111,BANCO DE DESARROLLO AGROPECUARIO, S.A.,SANTO DOMINGO,None
BRRDDOSD,112,BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA,SANTO DOMINGO,None
BDPRDOSD,113,BANCO DOMINICANO DEL PROGRESO S.A.,SANTO DOMINGO,None
PVDLDOSD,114,BANCO MULTIPLE ACTIVO DOMINICANA, S.A.,SANTO DOMINGO,None
AHCMDOSD,115,BANCO MULTIPLE ADEMI. S.A.,SANTO DOMINGO,None
BELNDOSD,116,BANCO MULTIPLE BELLBANK,SANTO DOMINGO,None
BCBHDOSD,117,BANCO MULTIPLE BHD LEON S.A.,SANTO DOMINGO,(HEADQUARTERS OFFICE)
STGODOSD,118,BANCO MULTIPLE CARIBE INTERNACIONAL, S.A.,SANTO DOMINGO,None
AHCSDOSD,119,BANCO MULTIPLE DE LAS AMERICAS, S.A,SANTO DOMINGO,None
BCCEDOSD,120,BANCO MULTIPLE LAFISE S.A.,SANTO DOMINGO,None
BLDHDOSD,121,BANCO MULTIPLE LOPEZ DE HARO, S.A.,SANTO DOMINGO,None
PRHRDOSD,122,BANCO MULTIPLE PROMERICA DE LA REPUBLICA DOMINICANA,SANTO DOMINGO,None
SCRZDOSD,123,BANCO MULTIPLE SANTA CRUZ, S.A.,SANTO DOMINGO,None
BNVPDOS1,124,BANCO NACIONAL DE FOMENTO DE LA VIVIENDA Y LA PRODUCCION (BNV),SANTO DOMINGO,None
BPDODOSXREM,125,BANCO POPULAR DOMINICANO, S.A. BANCO MULTIPLE,SANTO DOMINGO,(DEPTO. TRASFERENCIAS INTERNACIONALES)
BPDODOSX,126,BANCO POPULAR DOMINICANO, S.A. BANCO MULTIPLE,SANTO DOMINGO,None
BGDODO21,127,BANCO REGIONAL DOMINICANO,S.A.,SANTIAGO DE LOS CABALLEROS,None
UBANDOS1,128,BANCO UNIVERSAL S.A.,SANTO DOMINGO,None
VIMEDOSD,129,BANCO VIMENCA,SANTO DOMINGO,None
BANSDOSD,130,BANESCO BANCO MULTIPLE, S. A.,SANTO DOMINGO,None
NOSCDOSD,131,BANK OF NOVA SCOTIA, THE,SANTO DOMINGO,None
BHDVDOSD,132,BHD LEON PUESTO DE BOLSA, S.A.,SANTO DOMINGO,None
BVPODOS1,133,BITACORA VALORES PUESTO DE BOLSA,SANTO DOMINGO,None
BNUBDOS1,134,BNVALORES, PUESTO DE BOLSA, S.A.,SANTO DOMINGO,None
BADODOS1,135,BONANZA BANCO DE AHORRO Y CREDITO,SANTO DOMINGO,None
BATSDOS1,136,BRITISH AMERICAN TOBACCO REPUBLICA DOMINICANA,SANTO DOMINGO,None
CCPSDOS1,137,CCI PUESTO DE BOLSA, S.A,SANTO DOMINGO,None
CVDPDOSD,138,CEVALDOM DEPOSITO CENTRALIZADO DE VALORES, S.A.,SANTO DOMINGO,None
CITIDOSD022,139,CITIBANK, N.A.,SANTIAGO DE LOS CABALLEROS,None
CITIDOSDCTV,140,CITIBANK, N.A.,SANTO DOMINGO,(CITIINVERSIONES S.A.)
CITIDOSD,141,CITIBANK, N.A.,SANTO DOMINGO,None
CITIDOT1,142,CITINVERSIONES DE TITULOS Y VALORES S.A. PUESTO DE BOLSA,SANTO DOMINGO,None
COTDDOS1,143,CONSORCIO DE TARJETAS DOMINICANAS, S.A.,SANTO DOMINGO,None
CPPPDOS1,144,COOP-CIERE,SANTO DOMINGO,None
CRTRDOS1,145,CORPORACION DE CREDITO AMERICA, S.A.,SANTO DOMINGO,None
CRMDDOS1,146,CORPORACION DE CREDITO DEL MAR, S.A (CREDIMAR),LA ROMANO,None
CCEEDOS1,147,CORPORACION DE CREDITO EL EFECTIVO,SANTO DOMINGO,None
COTFDOS1,148,CORPORACION DE CREDITO FIMOTORS,SANTO DOMINGO,None
COCZDOS1,149,CORPORACION DE CREDITO FINANZAR, S.A.,SANTO DOMINGO,None
CRDFDOS1,150,CORPORACION DE CREDITO FINATAL, S.A,SANTO DOMINGO,None
CCNMDOS1,151,CORPORACION DE CREDITO INVERSIONES MOCANAS, S.A.,MOCA,None
CRTCDOS1,152,CORPORACION DE CREDITO LA AMERICANA S.A.,SANTIAGO,None
CCLCDOS1,153,CORPORACION DE CREDITO LEASING CONFISA, S.A.,SANTO DOMINGO,None
CRDLDOS1,154,CORPORACION DE CREDITO MONUMENTAL, S.A.,SANTIAGO DE LOS CABALLEROS,None
CCNPDOS1,155,CORPORACION DE CREDITO NORDESTANA DE PRESTAMOS, S.A.,SAN FRANCISCO DE MACORIS,None
CODODOS1,156,CORPORACION DE CREDITO OFICORP, S.A.,SANTO DOMINGO,None
CROLDOS1,157,CORPORACION DE CREDITO ORIENTAL,SANTO DOMINGO,None
CODPDOS1,158,CORPORACION DE CREDITO PREINDESA,COTUI,None
CCPODOS1,159,CORPORACION DE CREDITO PRESTAMOS A LAS ORDENES, S.A.,SAN FRANCISCO DE MACORIS,None
CCPUDOS1,160,CORPORACION DE CREDITO PUERTOPLATENA, S.A.,PUERTO PLATA,None
COEDDOS1,161,CORPORACION DE CREDITO REIDO, C. POR A.,SANTO DOMINGO,None
CPCRDOS1,162,CORPORACION DE CREDITO RONA, S.A.,SANTO DOMINGO,None
CROTDOS1,163,CORPORACION DE CREDITO TOINSA, S.A.,SANTO DOMINGO,None
EXPLDOD1,164,EXCEL PUESTO DE BOLSA, S. A.,SANTO DOMINGO,None
FJPCDOS1,165,FONDO JUBILACIONES Y PENSIONES DEL BANCO CENTRAL, INC.,SANTO DOMINGO,None
GAACDOS1,166,GAMELIN AGENTE DE CAMBIO S.A,SANTO DOMINGO,None
GGDRDOS1,167,GBTD GROUP-DOMINICAN REPUBLIC,SANTO DOMINGO,None
GCSYDOS1,168,GCS SYSTEMS,SANTO DOMINGO,None
IRPLDOSD,169,INVERSIONES AND RESERVAS S.A. PUESTO DE BOLSA,SANTO DOMINGO,None
IGVADOS1,170,INVERSIONES GUERRERO AND VALDEZ, AGENTE DE CAMBIO,SANTO DOMINGO,None
IPPBDOS1,171,INVERSIONES POPULAR S. A., PUESTO DE BOLSA,SANTO DOMINGO,None
ISCZDOS1,172,INVERSIONES SANTA CRUZ, SA,SANTO DOMINGO,None
JBAPDOS1,173,JMMB BDI AMERICA, PUESTO DE BOLSA S.A.,SANTO DOMINGO,None
LDACDOS1,174,LAFISE DOMINICANA AGENTE DE CAMBIO, S.A.,SANTO DOMINGO,None
LVSDDOS1,175,LAFISE VALORES SANTO DOMINGO, S.A.,SANTO DOMINGO,None
MEAODOS1,176,MEGA AGENTE DE CAMBIO, S. A.,SANTO DOMINGO,None
MEEDDOS1,177,MERCADO ELECTRONICO DOMINICANO,SANTO DOMINGO,None
MCARDOS1,178,MOTOR CREDITO, S.A., BANCO DE AHORRO Y CREDITO,SANTO DOMINGO,None
MPMUDOS1,179,MPB MULTIVALORES, S.A.,SANTO DOMINGO,None
NOABDOS1,180,NORCA S.A. AGENTE DE CAMBIO,SANTIAGO DE LOS CABALLEROS,None
OPCCDOS1,181,OPTIMA CORPORACION DE CREDITO, S.A.,SANTO DOMINGO,None
OPVADOS1,182,OPTIMA VALORES, S.A.,SANTO DOMINGO,None
PDACDOS1,183,PAIS DARGAM C. POR A., AGENTE DE CAMBIO,SANTO DOMINGO,None
PVPBDOS1,184,PARALLAX VALORES PUESTO DE BOLSA S.A.,SANTO DOMINGO,None
PCMDDOS1,185,PLUS CAPITAL MARKET DOMINICANCA,SANTO DOMINGO,None
PVPODOS1,186,PRIMMA VALORES, S.A. PUESTO DE BOLSA,SANTO DOMINGO,None
QUABDOS1,187,QUEZADA AGENTE DE CAMBIO, S. A.,ROMANA,None
RNSFDOS1,188,RED NUEVOS SERVICIOS FINANCIEROS S.A.(RED-NSF),SANTO DOMINGO,None
SCRFDOS1,189,SCOTIA CRECER AFP, S.A.,SANTO DOMINGO,None
TESLDOS1,190,TESORERIA DE LA SEGURIDAD SOCIAL,SANTO DOMINGO,None
TENADOS1,191,TESORERIA NACIONAL,SANTO DOMINGO,None
TIVADOS1,192,TIVALSA,SANTO DOMINGO,None
TOPDDOS1,193,TODO PAGO DOMINICANA, S.A.,SANTO DOMINGO,None
TRVLDOS1,194,TREND VALORES, S.A.,SANTO DOMINGO,None
UCPODOS1,195,UNITED CAPITAL PUESTO DE BOLSA,SANTO DOMINGO,None
VLEODOS1,196,VALORES LEON,SANTO DOMINGO,None
AGCMDOS1,197,VT AGENTE DE CAMBIO, S.A,SANTIAGO DE LOS CABALLEROS,None
WAACDOS1,198,WALLY AGENTE DE CAMBIO,CXA,PUERTO PLATA,None
